booking_id,carrier_code,vehicle,vehicle_capacity,total_amount,total_package,total_weight (tons),total_cbm,total_load_proportion_rate,transport_utilization_rate,num_of_pickup_point,pickup_points,last_pickup_point,num_of_destination_point,store_code,total_loading_time (days),pickup_time (days),delivery_time (days),delivery_month
02-TP-AA-15112024-193141,E,51C-538.27,5,189447683,730,5.379045,11.0469765,100,100,1,C,C,1,E,0.025,0.0375,0.8006944444,Jul-2024
02-TP-AA-15112024-193012,E,51D-157.63,2.3,32631465,280,2.532285,3.4167525,100,100,1,C,C,1,E,0.01736111112,0.01458333333,0.7833333333,Jul-2024
02-TP-AA-15112024-193142,E,51C-302.42,5,178394989,410,5.4495,9.6012,100,100,1,C,C,1,E,0.02986111111,0.01111111111,0.7777777778,Jul-2024
60-TP-AA-16062024-156744,C,50H-052.21,9,266701329,750,6.7587135,14.182224,100,100,2,CB,B,1,F,0.02361111111,0.07777777778,0.1965277778,Jul-2024
26-TI-AA-16062024-156731,B,51D-610.55,16,501810277,1120,9.6628875,21.863016,65,100,1,C,C,1,D,0.05416666666,0.1527777778,1.800694444,Jul-2024
60-TP-AA-16072024-164598,C,61C-282.28,16,628577651,970,7.4621295,28.682577,100,100,2,AB,B,1,F,0.03125,0.1201388889,0.9145833333,Aug-2024
60-TP-AA-17072024-164646,C,50LD-194.99,9,127823982,700,5.983068,15.5105055,100,83,1,C,C,1,F,0.01319444444,0.01458333334,0.8625,Aug-2024
60-TP-AA-16072024-164600,C,51D-174.22,9,364548138,760,8.1147465,18.13938,100,100,1,C,C,1,F,0.02083333334,0.007638888892,0.8305555555,Aug-2024
TTPP-AA-17072024-164652,A,51C-062.60,1.45,123415994,190,2.61303,5.161506,100,100,1,C,C,1,F,0.004861111105,0.009722222232,1.0375,Aug-2024
26-TI-AA-16072024-164570,B,50H-265.51,16,585996359,1270,10.0746555,32.1188805,100,100,2,CA,A,1,D,0.09513888889,0.07638888889,1.877083333,Aug-2024
19-TP-BB-16072024-164386,D,51D-343.96,2.2,115607000,170,2.03112,6.0149355,100,100,1,B,B,1,E,0.01666666666,0.004166666666,0.5944444444,Aug-2024
02-TP-AA-16072024-164614,E,51C-919.76,5,141530742,390,5.202015,8.3986875,100,100,1,C,C,1,E,0.04375,0.00277777778,0.5729166667,Aug-2024
60-TP-AA-16082024-171857,C,51C-853.76,16,404219195,1050,11.189514,25.1468595,100,100,3,CBA,A,1,F,0.05138888889,0.07986111111,0.1909722222,Aug-2024
26-TI-AA-16082024-171835,B,50H-307.92,16,518771720,1180,13.2052515,34.8516315,100,100,3,CAB,B,1,D,0.09097222222,0.2597222222,1.671527778,Aug-2024
19-TP-AA-16082024-171866,D,51C-558.65,5,235549438,450,5.416026,12.4142865,100,100,1,B,B,1,E,0.05555555555,0.006944444445,0.8944444444,Aug-2024
02-TP-AA-16082024-171868,E,51C-919.76,5,138143046,530,5.101236,9.8578305,100,100,2,AC,C,1,E,0.02916666667,0.08333333333,0.7104166667,Aug-2024
02-TP-AA-16082024-171867,E,50H-206.50,5,190965093,950,4.636674,15.65172,100,100,1,C,C,1,E,0.03194444445,0.02222222222,0.6833333333,Aug-2024
60-TP-AA-16092024-179379,C,61C-282.28,16,256877416,1030,5.523105,28.274547,100,100,1,C,C,1,F,0.025,0.01111111111,0.2055555556,Aug-2024
60-TP-AA-16092024-179380,C,71C-085.31,16,363701452,1060,7.7344155,23.6396895,100,100,2,AC,C,1,F,0.06041666667,0.04861111111,0.275,Aug-2024
60-TP-AA-16092024-179382,C,61C-282.28,16,593885781,1010,12.6506205,31.2571035,100,100,2,CB,B,1,F,0.02430555555,0.04097222222,0.2256944444,Aug-2024
60-TP-AA-16092024-179381,C,50H-052.21,9,291626696,950,7.54467,21.8749125,100,100,1,C,C,1,F,0.01458333333,0.04791666667,0.1583333333,Aug-2024
26-TI-AA-16092024-179364,B,51D-610.66,16,540396499,1290,13.719783,33.084408,100,100,1,B,B,1,D,0.1763888889,0.01527777778,1.770833333,Sep-2024
26-TI-AA-16092024-179365,B,51D-610.50,16,530376728,710,6.2190765,24.458847,70,100,2,CA,A,1,D,0.03611111111,0.06458333334,1.676388889,Sep-2024
19-TP-AA-16092024-179401,D,51C-558.65,5,254996170,540,5.2766595,17.6519175,100,100,1,B,B,1,E,0.04166666666,0.009027777778,0.9340277778,Sep-2024
19-TP-AA-16092024-179400,D,61P-0114,5,224185833,440,5.212914,12.088209,100,100,1,B,B,1,E,0.02777777778,0.004861111105,0.78125,Oct-2024
02-TP-AA-16092024-179335,E,50H-255.25,2.3,125906044,240,2.880045,6.480957,100,100,1,C,C,1,E,0.02916666667,0.04791666667,0.6868055556,Oct-2024
02-TP-AA-16092024-179399,E,51C-302.42,5,253180541,570,5.5067985,14.3794035,100,100,1,C,C,1,E,0.04027777778,0.04791666667,0.6756944444,Oct-2024
02-TP-AA-16092024-179330,E,50H-245.07,2.3,118201534,250,1.461264,5.727582,100,100,1,A,A,1,E,0.01805555556,0.008333333331,0.66875,Oct-2024
02-TP-AA-16092024-179332,E,51D-340.46,2,62945883,180,1.613325,3.271149,100,100,1,C,C,1,E,0.02083333334,0.005555555552,0.6576388889,Nov-2024
02-TP-AA-16092024-179398,E,51C-919.76,5,146923266,460,5.304075,8.2746195,100,100,1,C,C,1,E,0.02430555555,0.08055555556,0.6548611111,Nov-2024
60-TP-AA-16102024-185823,C,50H-052.71,9,396829020,790,9.328284,15.4062195,100,100,2,AC,C,1,F,0.04375,0.05416666668,0.1951388889,Nov-2024
60-TP-AA-16102024-185822,C,51D-473.93,9,448693434,680,7.250985,19.267857,100,100,1,B,B,1,F,0.03194444445,0.02638888889,0.1826388889,Nov-2024
26-TI-AA-16102024-185806,B,50H-265.39,16,382151422,690,5.30355,17.913819,50,100,3,BAC,C,1,D,0.04791666667,0.2645833333,1.776388889,Jun-2024
19-TP-AA-16102024-185831,D,51C-558.65,5,228177141,500,5.4315765,20.4095955,100,100,1,B,B,1,E,0.05208333333,0.005555555559,0.9541666667,Jun-2024
19-TP-BB-16102024-185696,D,51D-343.96,2.2,129079682,200,2.48409,5.976159,100,100,1,B,B,1,E,0.01736111111,0.006944444453,0.8326388889,Jun-2024
19-TP-AA-16102024-185830,D,61P-0114,5,266066043,480,5.305188,13.728834,100,100,1,B,B,1,E,0.01805555556,0.0125,0.8215277778,Jun-2024
02-TP-AA-16102024-185772,E,51D-339.81,2.3,89154044,210,1.588335,8.3710935,100,100,1,A,A,1,E,0.009027777778,0.02430555556,0.7486111111,Jun-2024
02-TP-AA-16102024-185829,E,50H-206.50,5,221880127,470,5.43438,11.3455335,100,100,1,C,C,1,E,0.03819444445,0.04791666667,0.7097222222,Jun-2024
02-TP-AA-16102024-185828,E,51C-538.27,5,154438095,500,5.709438,13.288065,100,100,1,C,C,1,E,0.04583333333,0.00277777778,0.70625,Jun-2024
02-TP-AA-16102024-185773,E,51D-157.63,2.3,59949721,270,0.799092,5.7339135,100,100,2,AC,C,1,E,0.01875,0.03958333333,0.6986111111,Jul-2024
60-TP-AA-16112024-193339,C,51C-847.44,5,104541265,490,5.16705,9.5154465,100,100,1,C,C,1,F,0.02847222222,0.02986111111,0.06875,Jul-2024
26-TI-AA-16112024-193329,B,51D-443.18,16,617690508,1040,7.118244,33.8103885,100,100,2,AC,C,1,D,0.10625,0.1048611111,2.157638889,Jul-2024
02-TP-AA-16112024-193342,E,51C-538.27,5,316539669,590,3.770424,16.5164685,100,100,1,C,C,1,E,0.04513888889,0.002777777772,0.7965277778,Jul-2024
02-TP-AA-16112024-193343,E,51C-919.76,5,178615844,420,6.030339,10.9293345,100,100,1,C,C,1,E,0.02361111112,0.001388888886,0.58125,Jul-2024
02-TP-AA-16112024-193285,E,51D-340.46,2,168633150,250,3.6129555,139.3743855,100,100,2,CA,A,1,E,0.01666666667,0.03958333333,0.5451388889,Jul-2024
60-TP-AA-18062024-156995,C,51C-853.76,16,1011767274,1120,11.3148525,27.1675845,100,100,2,CB,B,1,F,0.03124999999,0.09375000001,0.8951388889,Jul-2024
19-TP-AA-17062024-156962,D,61E-005.02,5,357526432,530,5.168793,12.338634,100,100,1,B,B,1,E,0.04305555556,0.005555555552,0.75,Aug-2024
02-TP-AA-17062024-156883,E,51D-336.62,2.3,91476519,230,1.969317,7.2390255,100,100,1,A,A,1,E,0.01736111111,0.01319444444,0.74375,Aug-2024
02-TP-AA-17062024-156884,E,51D-157.63,2.3,94493476,390,1.565655,7.559475,100,100,1,C,C,1,E,0.01597222222,0.02569444444,0.6854166667,Aug-2024
02-TP-AA-17062024-156961,E,50H-206.50,5,110359763,400,5.2853325,11.065215,100,100,1,C,C,1,E,0.02847222222,0.03263888889,0.6069444444,Aug-2024
02-TP-AA-17062024-156959,E,51C-919.76,5,88432283,450,5.545974,10.412199,100,100,1,C,C,1,E,0.02638888889,0.03472222223,0.5763888889,Sep-2024
02-TP-AA-17062024-156960,E,51C-302.42,5,125423085,220,5.2185,7.468776,100,100,1,C,C,1,E,0.02152777778,0.01388888888,0.5611111111,Sep-2024
60-TP-AA-17072024-164875,C,50LD-195.34,5,209368460,460,2.6798205,9.888627,100,100,2,CB,B,1,F,0.01666666667,0.02916666666,0.2055555556,Sep-2024
19-TP-AA-17072024-164884,D,61P-0114,5,205574180,440,5.3571,13.0906545,100,100,1,B,B,1,E,0.03333333333,0.004166666673,1.140277778,Oct-2024
19-TP-AA-17072024-164882,D,51C-691.01,5,85012271,190,2.03448,13.6960845,100,100,1,B,B,1,E,0.02013888889,0.00277777778,1.103472222,Oct-2024
19-TP-AA-17072024-164883,D,61E-005.02,5,284685383,480,5.1586605,14.0738745,100,100,1,B,B,1,E,0.03402777778,0.009027777778,0.9652777778,Oct-2024
02-TP-AA-17072024-164885,E,50H-206.50,5,216241012,600,3.593751,10.7511495,100,100,1,C,C,1,E,0.03680555555,0.009722222225,0.9125,Oct-2024
02-TP-AA-17072024-164881,E,51C-302.42,5,97825905,520,5.337675,9.885897,100,100,1,C,C,1,E,0.02361111112,0.03125,0.8986111111,Oct-2024
02-TP-AA-17072024-164880,E,51C-538.27,5,288645956,380,4.433835,9.327465,100,100,1,C,C,1,E,0.03263888889,0.01388888889,0.8743055556,Oct-2024
02-TP-AA-17072024-164818,E,51D-336.62,2.3,80494646,300,2.7077925,6.3126,100,100,1,C,C,1,E,0.01805555556,0.0006944444394,0.8423611111,Nov-2024
60-TP-AA-17092024-179646,C,51D-174.22,5,224696321,680,2.8464135,11.750361,100,100,2,CB,B,1,F,0.03194444445,0.03055555555,0.2006944444,Nov-2024
26-TI-AA-17092024-179627,B,51D-610.94,16,460735683,1010,16.7664,27.996549,100,100,1,C,C,1,D,0.09722222223,0.0375,1.974305556,Nov-2024
26-TI-AA-17092024-179628,B,50H-263.10,16,735325715,1150,9.95106,37.122015,100,100,3,ABC,C,1,D,0.1048611111,0.1,1.881944444,Nov-2024
02-TP-AA-17092024-179516,E,51D-336.62,2.3,118452018,240,1.655934,8.9557545,100,100,1,A,A,1,E,0.025,0.01805555556,0.7013888889,Nov-2024
02-TP-AA-17092024-179657,E,50H-206.50,5,214450887,530,5.050899,10.17597,100,100,1,C,C,1,E,0.03750000001,0.009027777771,0.6784722222,Nov-2024
02-TP-AA-18092024-179700,E,51C-919.76,5,138569016,470,5.354685,8.365056,100,100,1,C,C,1,E,0.02569444445,0.01805555556,0.6291666667,Nov-2024
60-TP-AA-17102024-186053,C,61H-078.12,9,396162374,740,9.0350295,17.5415625,100,100,2,CB,B,1,F,0.03819444445,0.03819444445,0.225,Nov-2024
19-TP-BB-17102024-185954,D,51D-343.96,2.2,165295748,270,2.305191,6.2117685,100,100,1,B,B,1,E,0.03055555556,0.002777777772,0.7520833333,Nov-2024
60-TP-AA-17112024-193677,C,61C-282.28,16,627160331,390,5.78886,47.4852,100,100,1,C,C,1,F,0.0125,0.07222222222,0.2680555556,Nov-2024
60-TP-AA-17112024-193678,C,61H-078.12,9,42495176,520,1.310085,3.0317805,100,100,1,C,C,1,F,0.01666666666,0.05,0.2458333333,Jun-2024
60-TP-AA-17112024-193679,C,50LD-194.99,9,220374870,370,2.11806,15.7273515,100,83,1,C,C,1,F,0.009722222225,0.02777777777,0.2388888889,Jun-2024
TTPP-AA-17112024-193499,A,51C-053.22,1.4,36150870,80,1.012242,2.4730965,100,100,1,B,B,1,F,0.01041666666,0.01666666667,0.1541666667,Jun-2024
60-TP-AA-17112024-193683,C,50LD-165.85,9,373158855,660,7.828086,19.614903,100,100,1,B,B,1,F,0.01805555556,0.008333333331,0.1222222222,Jun-2024
19-TP-AA-17112024-193688,D,51C-558.65,5,207309497,400,5.340972,13.130082,100,100,1,B,B,1,E,0.03680555555,0.01111111111,0.8055555556,Jun-2024
19-TP-AA-17112024-193510,D,51D-343.96,2.2,114577240,200,2.438898,6.2072745,100,100,1,B,B,1,E,0.01875,0.009027777778,0.7034722222,Jun-2024
02-TP-AA-17112024-193684,E,51C-538.27,5,690582390,330,6.222825,50.9271,100,100,1,C,C,1,E,0.03680555556,0.003472222219,0.6236111111,Jun-2024
02-TP-AA-17112024-193685,E,51C-919.76,5,690582390,250,0,0,100,100,1,C,C,1,E,0.01388888889,0.0006944444467,0.6027777778,Jun-2024
02-TP-AA-17112024-193581,E,51D-157.63,2.3,690582390,90,0,0,100,100,1,C,C,1,E,0.01388888888,0.00277777778,0.5986111111,Jun-2024
02-TP-AA-17112024-193580,E,51D-340.46,2,0,130,0,0,100,100,1,C,C,1,E,0.02569444444,0.001388888893,0.58125,Jun-2024
02-TP-AA-17112024-193686,E,50H-206.50,5,599010676,530,3.659145,33.388551,100,100,1,C,C,1,E,0.01597222222,0.01666666666,0.5673611111,Jun-2024
02-TP-AA-17112024-193687,E,51C-302.42,5,41051678,300,2.022405,2.485308,100,100,1,C,C,1,E,0.02361111111,0.004166666673,0.5638888889,Jun-2024
60-TP-AA-18062024-157267,C,50LD-194.99,9,181865559,710,7.212471,16.7571705,100,83,2,AC,C,1,F,0.02708333333,0.08333333334,0.2194444444,Jun-2024
60-TP-AA-18062024-157266,C,50LD-165.85,9,396439577,730,7.94052,24.331146,100,100,1,B,B,1,F,0.01319444444,0.02152777778,0.1138888889,Jun-2024
60-TP-AA-19062024-157329,C,50LD-165.85,9,547016601,690,10.515225,20.986014,100,100,1,B,B,1,F,0.6666666667,0.03472222223,0.2229166667,Jul-2024
26-TI-AA-18062024-157236,B,50H-257.74,16,846702073,1680,15.191022,42.703941,100,100,1,C,C,1,D,0.1451388889,0.1243055556,4.79375,Jul-2024
26-TI-AA-18062024-157237,B,78C-015.89,16,793054605,1180,10.6304415,35.3527125,100,100,2,AB,B,1,D,0.1125,0.1701388889,2.1875,Jul-2024
19-TP-BB-18062024-157058,D,51D-343.96,2.2,263627228,170,6.4512,20.0508,100,100,1,B,B,1,E,0.01875,0.01944444445,0.7479166667,Jul-2024
02-TP-AA-18062024-157289,E,51C-919.76,5,209457316,630,4.309935,10.839927,100,100,1,C,C,1,E,0.03125,0.025,0.6659722222,Jul-2024
19-TP-AA-18062024-157288,D,51C-558.65,5,128774794,430,2.161614,8.079981,100,100,1,B,B,1,E,0.06319444445,0.0125,0.6618055556,Aug-2024
02-TP-AA-18062024-157292,E,51C-302.42,5,159916431,350,8.046339,15.1421655,100,100,2,AC,C,1,E,0.04930555555,0.07430555556,0.6118055556,Aug-2024
02-TP-AA-19062024-157345,E,51D-339.81,2.3,30314434,190,0,0,100,100,1,C,C,1,E,0.02013888889,0.075,0.5993055556,Aug-2024
02-TP-AA-18062024-157291,E,51C-538.27,5,243701265,470,5.6033775,12.412911,100,100,1,C,C,1,E,0.01944444445,0.1013888889,0.5979166667,Aug-2024
02-TP-AA-19062024-157342,E,50H-245.07,2.3,86862691,220,1.89021,4.22415,100,100,1,C,C,1,E,0.02708333333,0.08958333334,0.5722222222,Aug-2024
02-TP-AA-19062024-157344,E,51C-720.66,2.3,173005589,250,2.897769,6.183534,100,100,1,C,C,1,E,0.009027777778,0.09930555555,0.5451388889,Aug-2024
60-TP-AA-18072024-165102,C,51D-174.22,9,312661989,850,7.831488,20.2314,100,100,2,CB,B,1,F,0.03263888889,0.1388888889,0.9326388889,Aug-2024
26-TI-AA-18072024-165083,B,50H-261.59,16,157522506,320,2.6551245,11.329437,35,100,1,A,A,1,D,0.01527777778,0.03958333333,2,Aug-2024
19-TP-AA-18072024-165111,D,51C-691.01,5,248783544,450,5.20233,13.4446095,100,100,1,B,B,1,E,0.02291666667,0.002777777772,0.9472222222,Aug-2024
02-TP-AA-18072024-164985,E,51D-339.81,2.3,72285207,170,2.2533,3.3592545,100,100,1,C,C,1,E,0.02361111111,0.0125,0.6763888889,Aug-2024
02-TP-AA-18072024-164970,E,51D-336.62,2.3,128267408,370,2.654589,9.393363,100,100,2,AC,C,1,E,0.02638888889,0.0548611111,0.6548611111,Aug-2024
60-TP-AA-18082024-172023,C,50H-052.21,9,306883047,640,7.766115,16.893093,100,100,2,CB,B,1,F,0.03888888888,0.05902777778,0.1597222222,Aug-2024
26-TI-AA-18082024-172008,B,51D-626.31,16,227324006,560,5.5091505,16.2727215,45,100,2,AB,B,1,D,0.03333333333,0.0625,1.698611111,Sep-2024
19-TP-AA-18082024-172056,D,51D-343.96,2.2,138946817,180,2.106195,6.48606,100,100,1,B,B,1,E,0.01805555556,0.006249999999,0.9083333333,Sep-2024
02-TP-AA-18082024-172076,E,51D-339.81,2.3,60209982,270,2.78544,4.19055,100,100,1,C,C,1,E,0.02291666667,0.02708333333,0.7118055556,Sep-2024
02-TP-AA-19082024-172268,E,50H-206.50,5,216229439,490,5.065452,10.538493,100,100,1,C,C,1,E,0.02847222222,0.0006944444467,0.6444444444,Sep-2024
60-TP-AA-18092024-179903,C,50H-052.71,9,231171430,460,4.366656,17.605077,100,100,2,CB,B,1,F,0.02430555555,0.1111111111,0.2638888889,Sep-2024
26-TI-AA-18092024-179878,B,51D-614.79,16,628066776,1220,11.8602435,33.5601105,89,100,3,BCA,A,1,D,0.06249999999,0.1833333333,1.736111111,Oct-2024
19-TP-BB-18092024-179778,D,51D-343.96,2.2,128361337,190,2.338224,5.26911,100,100,1,B,B,1,E,0.007638888885,0.009722222225,0.8090277778,Oct-2024
19-TP-AA-18092024-179909,D,61P-0114,5,244170055,400,5.719161,14.343504,100,100,1,B,B,1,E,0.04513888889,0.0125,0.76875,Oct-2024
02-TP-AA-18092024-179910,E,51C-302.42,5,107803850,400,5.307225,8.548386,100,100,1,C,C,1,E,0.02847222222,0.01875,0.6388888889,Oct-2024
02-TP-AA-18092024-179912,E,51C-538.27,5,176854110,640,5.051445,15.3031935,100,100,1,C,C,1,E,0.04236111111,0.05972222223,0.5826388889,Oct-2024
02-TP-AA-18092024-179911,E,50H-206.50,5,155683703,500,3.9895275,10.4262795,100,100,1,C,C,1,E,0.03402777777,0.03055555556,0.5701388889,Oct-2024
60-TP-AA-18102024-186351,C,61C-282.28,16,460033174,1220,11.0569935,26.433099,100,100,3,ACB,B,1,F,0.03194444445,0.08680555555,0.1805555556,Oct-2024
26-TI-AA-18102024-186343,B,51D-627.57,16,642282108,1370,13.304214,34.6381245,100,100,3,CAB,B,1,D,0.11875,0.1430555556,1.776388889,Oct-2024
02-TP-AA-18102024-186355,E,51C-538.27,5,60389909,440,6.33906,12.9895395,100,100,1,C,C,1,E,0.01875,0.001388888886,0.7909722222,Oct-2024
02-TP-AA-18102024-186319,E,51D-339.81,2.3,92865880,180,2.619015,5.0983695,100,100,1,C,C,1,E,0.007638888885,0.0006944444467,0.7451388889,Oct-2024
02-TP-AA-18102024-186356,E,51C-919.76,5,196966569,520,5.769393,12.47211,100,100,1,C,C,1,E,0.02013888889,0.04027777778,0.7027777778,Oct-2024
60-TP-AA-18112024-193948,C,50LD-165.85,9,279373558,970,8.928906,20.2755315,100,100,2,CB,B,1,F,0.02430555556,0.05486111111,0.1694444444,Nov-2024
26-TI-AA-18112024-193925,B,51C-520.79,16,660286653,1240,13.8819975,36.557472,100,100,1,B,B,1,D,0.1784722222,0.003472222219,0.8034722222,Nov-2024
19-TP-AA-18112024-193967,D,51C-558.65,5,325680662,530,5.423355,14.663733,100,100,1,B,B,1,E,0.03680555555,0.03125,0.7291666667,Nov-2024
19-TP-AA-18112024-193766,D,51D-343.96,2.2,122151182,200,2.344734,6.1922385,100,100,1,B,B,1,E,0.03472222222,0.02291666667,0.7020833333,Nov-2024
02-TP-AA-18112024-193965,E,51C-919.76,5,207851794,600,4.001025,12.1492875,100,100,1,C,C,1,E,0.0375,0.0006944444467,0.69375,Nov-2024
02-TP-AA-18112024-193897,E,50H-255.25,2.3,16573032,190,2.457,4.26573,100,100,1,C,C,1,E,0.01666666666,0.003472222226,0.6590277778,Nov-2024
19-TP-AA-18112024-193966,D,51C-691.01,5,180783343,330,4.28379,15.3780375,100,100,1,B,B,1,E,0.04375,0.007638888892,0.6534722222,Nov-2024
02-TP-AA-18112024-193896,E,51D-157.63,2.3,30356193,110,2.3919,3.771957,100,100,1,C,C,1,E,0.02083333333,0.01041666667,0.6465277778,Nov-2024
02-TP-AA-18112024-193894,E,51D-340.46,2,26131620,110,2.380665,2.545914,100,100,1,C,C,1,E,0.01805555556,0.00277777778,0.625,Nov-2024
02-TP-AA-18112024-193899,E,50H-245.07,2.3,74685160,260,2.384298,5.232066,100,100,1,C,C,1,E,0.01805555556,0.008333333339,0.6138888889,Nov-2024
02-TP-AA-18112024-193893,E,51D-339.81,2,223210702,240,1.6023,7.9154565,100,100,1,C,C,1,E,0.01875,0.02361111111,0.5958333333,Jun-2024
02-TP-AA-18112024-193895,E,51D-336.62,2.3,71992587,160,3.99588,6.037416,100,100,1,C,C,1,E,0.02291666666,0.0138888889,0.5805555556,Jun-2024
60-TP-AA-19062024-157576,C,51D-473.93,9,253755900,970,9.2144535,19.5264825,100,100,1,C,C,1,F,0.02361111111,0.01180555556,0.2458333333,Jul-2024
60-TP-AA-19062024-157577,C,50H-052.21,9,328282981,830,8.754501,16.8407715,100,100,1,C,C,1,F,0.01597222222,0.007638888892,0.2159722222,Jul-2024
60-TP-AA-19062024-157575,C,61C-282.28,16,419574125,1000,11.017125,25.304391,100,100,1,B,B,1,F,0.01944444444,0.007638888892,0.7909722222,Jul-2024
26-TI-AA-19062024-157556,B,50H-265.18,16,679480999,1000,8.925315,27.5569455,100,100,3,CAB,B,1,D,0.1138888889,0.08958333333,3.872222222,Jul-2024
19-TP-AA-19062024-157600,D,61E-005.02,5,674010691,770,5.44887,16.023315,100,100,1,B,B,1,E,0.03263888889,0.009722222218,0.8076388889,Jul-2024
02-TP-AA-19062024-157499,E,51D-336.62,2.3,178132462,210,2.3364075,5.231163,100,100,1,C,C,1,E,0.02291666666,0.03263888889,0.7902777778,Aug-2024
02-TP-AA-19062024-157541,E,50H-245.07,2.3,137098710,180,1.407315,3.3592125,100,100,1,C,C,1,E,0.01805555556,0.04166666666,0.78125,Aug-2024
02-TP-AA-19062024-157502,E,51C-720.66,2.3,73672386,250,4.37514,7.985775,100,100,1,C,C,1,E,0.02083333333,0.05555555556,0.7618055556,Aug-2024
02-TP-AA-20062024-157620,E,50H-255.25,2.3,17449636,150,0,0,100,100,1,C,C,1,E,0.01388888889,0.04861111111,0.7472222222,Aug-2024
02-TP-AA-19062024-157500,E,51D-157.63,2.3,42501509,230,2.70438,3.9543,100,100,1,C,C,1,E,0.02152777778,0.02430555555,0.7368055556,Aug-2024
02-TP-AA-19062024-157501,E,51D-339.81,2.3,167637870,210,2.913855,5.48835,100,100,1,C,C,1,E,0.01666666667,0.03055555555,0.7270833333,Aug-2024
02-TP-AA-19062024-157598,E,51C-538.27,5,180529445,560,4.22457,13.23,100,100,1,C,C,1,E,0.02083333334,0.003472222219,0.7034722222,Sep-2024
26-TI-AA-19072024-165323,B,50H-304.18,16,628715519,1320,10.415076,33.8476215,100,100,3,CAB,B,1,D,0.08055555556,0.1847222222,1.770138889,Sep-2024
19-TP-BB-19072024-165158,D,51D-343.96,2.2,93418084,190,2.27598,5.187252,100,100,1,B,B,1,E,0.0125,0.007638888892,0.7576388889,Sep-2024
02-TP-AA-19072024-165337,E,51C-538.27,5,276904467,750,5.01207,14.980434,100,100,1,C,C,1,E,0.02361111112,0.02569444444,17.89930556,Sep-2024
02-TP-AA-19072024-165281,E,51D-336.62,2.3,59382334,230,2.57838,4.2117285,100,100,1,C,C,1,E,0.01319444444,0.02152777778,0.7118055556,Sep-2024
02-TP-AA-19072024-165336,E,50H-206.50,5,164588863,430,4.2101325,8.3536845,100,100,1,C,C,1,E,0.01805555556,0.05347222222,0.6972222222,Sep-2024
60-TP-AA-19082024-172476,C,51C-853.76,16,310869042,930,11.793285,26.8515975,100,100,1,C,C,1,F,0.01736111111,0.02222222222,0.08819444445,Sep-2024
60-TP-AA-19082024-172478,C,50LD-194.99,9,385647060,620,6.40143,17.3134395,100,83,1,B,B,1,F,0.0125,0.009027777778,0.1909722222,Sep-2024
60-TP-AA-19082024-172477,C,51C-853.76,16,434143373,1280,9.8019075,24.242778,100,100,2,AC,C,1,F,0.02499999999,0.04305555556,0.1888888889,Sep-2024
26-TI-AA-19082024-172457,B,50H-257.74,16,612391743,1170,14.4305385,35.065107,100,100,2,CB,B,1,D,0.1659722222,0.09583333333,1.765277778,Sep-2024
19-TP-BB-19082024-172210,D,51D-343.96,2.2,135181180,220,2.179443,5.5341405,100,100,1,B,B,1,E,0.02847222223,0.01666666666,0.6902777778,Oct-2024
02-TP-AA-19082024-172491,E,51C-538.27,5,124965511,830,3.460695,13.2115725,100,100,2,AC,C,1,E,0.03055555555,0.05694444445,0.5902777778,Oct-2024
19-TP-AA-20082024-172528,D,61P-0114,5,131513339,310,3.64959,19.36788,100,100,1,B,B,1,E,0.03194444445,0.05555555555,0.5458333333,Oct-2024
60-TP-AA-19092024-1AA52,C,51D-473.93,9,321900352,890,6.328749,19.215672,100,100,1,C,C,1,F,0.02638888889,0.01666666666,0.1722222222,Oct-2024
60-TP-AA-19092024-1AA53,C,50LD-194.99,5,382886505,780,5.314365,12.5406435,100,100,1,B,B,1,F,0.01180555556,0.02361111111,0.1722222222,Oct-2024
26-TI-AA-19092024-1AA33,B,51D-627.06,16,632316560,1610,14.4726645,39.332958,100,100,3,CAB,B,1,D,0.10625,0.1895833333,1.7,Nov-2024
19-TP-BB-19092024-179982,D,51D-343.96,2.2,5247345194,160,1.194858,5.476422,100,100,1,B,B,1,E,0.02013888889,0.009027777778,0.7777777778,Nov-2024
02-TP-AA-19092024-1AA68,E,51C-538.27,5,185142592,400,5.716305,11.8969935,100,100,1,C,C,1,E,0.02222222222,0.02638888889,0.6791666667,Nov-2024
02-TP-AA-19092024-1AA69,E,51C-919.76,5,135641572,360,5.53014,8.924286,100,100,1,C,C,1,E,0.02222222222,0.03611111111,0.6513888889,Nov-2024
60-TP-AA-19102024-186453,C,50LD-195.34,5,173963942,390,5.96484,8.8611915,100,100,1,C,C,1,F,0.01875,0.005555555552,0.1048611111,Nov-2024
02-TP-AA-19102024-186456,E,50H-206.50,5,362581986,600,4.741023,12.3228525,100,100,1,C,C,1,E,0.02847222222,0.02638888889,0.6166666667,Nov-2024
60-TP-AA-19112024-194237,C,51D-534.98,2,90643643,220,1.869105,4.5253635,100,100,1,C,C,1,F,0.01041666666,0.05555555556,0.1895833333,Nov-2024
60-TP-AA-19112024-194309,C,51C-853.76,16,516670968,930,10.7451015,26.9188395,100,100,1,B,B,1,F,0.02291666667,0.01458333333,0.09930555555,Nov-2024
26-TI-AA-19112024-194288,B,50H-007.33,16,822176082,1650,13.075398,38.352951,100,100,3,CAB,B,1,D,0.1159722222,0.1854166667,1.659027778,Nov-2024
